datetime,temp,precip,Number of Bicycle Hires
11/03/2021,9.9,0.632,16829
12/03/2021,7.7,2.003,18983
13/03/2021,7.2,4.8,24114
14/03/2021,8.0,0.202,21978
15/03/2021,9.6,0.8,16475
16/03/2021,10.1,0.2,18957
17/03/2021,7.8,1.994,18887
18/03/2021,7.9,0.0,16882
19/03/2021,8.2,0.402,26756
20/03/2021,8.1,0.0,34935
21/03/2021,8.8,0.0,32892
22/03/2021,9.5,0.0,25237
23/03/2021,8.3,0.0,24063
24/03/2021,8.9,0.0,23002
25/03/2021,8.9,1.986,20558
26/03/2021,9.3,3.003,17524
27/03/2021,7.8,0.599,40127
28/03/2021,10.7,0.0,23890
29/03/2021,13.0,0.0,34583
30/03/2021,13.4,0.0,50370
31/03/2021,14.4,0.0,40471
01/04/2021,11.1,0.0,36465
02/04/2021,7.4,0.0,39035
03/04/2021,7.6,0.0,33877
04/04/2021,9.2,0.0,47500
05/04/2021,6.9,0.0,26788
06/04/2021,4.0,0.0,22337
07/04/2021,3.6,0.0,24414
08/04/2021,7.8,0.0,27059
09/04/2021,9.3,0.001,30386
10/04/2021,7.0,0.001,23659
11/04/2021,5.1,0.001,31377
12/04/2021,5.1,0.009,28610
13/04/2021,6.4,0.0,29345
14/04/2021,8.3,0.0,30841
15/04/2021,6.5,0.001,26089
16/04/2021,6.9,0.0,33869
17/04/2021,8.2,0.0,43018
18/04/2021,9.3,0.0,36387
19/04/2021,10.5,0.0,30142
20/04/2021,11.3,0.0,35624
21/04/2021,10.0,0.0,30110
22/04/2021,8.5,0.0,32092
23/04/2021,9.5,0.0,34647
24/04/2021,10.7,0.0,45312
25/04/2021,8.9,0.0,29687
26/04/2021,8.1,0.0,26182
27/04/2021,9.8,0.0,30584
28/04/2021,9.2,2.0,21849
29/04/2021,8.3,0.019,27619
30/04/2021,8.3,0.0,28856
01/05/2021,8.6,0.198,34635
02/05/2021,9.3,0.204,30609
03/05/2021,9.7,0.402,21099
04/05/2021,10.3,5.017,22319
05/05/2021,7.5,3.201,22808
06/05/2021,7.5,0.806,27220
07/05/2021,9.8,0.0,31261
08/05/2021,12.1,5.019,22411
09/05/2021,16.3,0.0,34410
10/05/2021,13.6,0.803,26176
11/05/2021,12.8,0.002,30613
12/05/2021,12.9,0.002,31718
13/05/2021,11.5,2.213,24704
14/05/2021,10.1,0.405,31634
15/05/2021,10.2,3.51,28821
16/05/2021,10.5,6.13,17723
17/05/2021,11.4,11.001,21027
18/05/2021,11.0,5.784,27777
19/05/2021,12.3,2.997,29522
20/05/2021,11.2,0.597,27207
21/05/2021,11.8,0.606,21452
22/05/2021,10.7,7.174,30021
23/05/2021,10.1,1.596,22129
24/05/2021,10.3,6.063,21323
25/05/2021,10.9,3.986,29226
26/05/2021,11.4,0.397,32478
27/05/2021,14.5,0.0,37833
28/05/2021,14.9,0.598,32927
29/05/2021,16.2,0.0,49875
30/05/2021,13.2,0.0,47848
31/05/2021,16.0,0.0,53182
01/06/2021,18.8,0.0,46124
02/06/2021,20.1,0.0,46231
03/06/2021,20.2,0.004,47183
04/06/2021,15.3,9.988,22748
05/06/2021,17.9,0.397,56922
06/06/2021,18.3,0.002,41583
07/06/2021,19.0,0.0,39537
08/06/2021,19.0,0.0,44797
09/06/2021,19.7,0.0,46634
10/06/2021,19.6,0.0,44446
11/06/2021,19.8,0.0,44189
12/06/2021,19.6,0.0,56320
13/06/2021,21.3,0.0,48667
14/06/2021,22.0,0.0,41079
15/06/2021,19.9,0.0,44263
16/06/2021,21.8,0.0,44053
17/06/2021,19.2,8.405,30035
18/06/2021,14.9,31.974,19026
19/06/2021,14.1,3.003,35712
20/06/2021,15.1,0.797,28882
21/06/2021,13.4,4.007,20316
22/06/2021,14.1,0.201,35381
23/06/2021,15.5,0.0,42302
24/06/2021,16.5,0.198,40671
25/06/2021,17.8,0.201,39273
26/06/2021,17.9,0.0,50000
27/06/2021,17.7,0.003,29887
28/06/2021,17.4,24.545,28741
29/06/2021,16.2,2.001,31728
30/06/2021,15.5,0.0,36904
01/07/2021,17.6,0.0,41632
02/07/2021,19.5,0.0,42401
03/07/2021,18.5,0.416,39893
04/07/2021,17.7,3.211,32729
05/07/2021,16.6,2.982,30628
06/07/2021,15.3,15.006,24203
07/07/2021,16.8,0.199,38170
08/07/2021,17.7,5.366,38057
09/07/2021,19.0,0.0,39294
10/07/2021,16.3,0.004,40202
11/07/2021,16.9,0.0,41740
12/07/2021,16.8,4.987,26224
13/07/2021,18.9,2.984,38763
14/07/2021,19.7,0.0,41459
15/07/2021,18.7,0.0,38939
16/07/2021,19.4,0.0,43016
17/07/2021,22.0,0.0,52103
18/07/2021,23.9,0.0,46595
19/07/2021,24.3,0.0,38163
20/07/2021,23.4,0.993,39611
21/07/2021,23.9,0.403,44467
22/07/2021,23.0,0.0,46462
23/07/2021,19.4,0.0,43714
24/07/2021,18.8,0.204,36877
25/07/2021,18.4,38.759,18952
26/07/2021,20.0,1.998,35758
27/07/2021,19.1,0.821,36779
28/07/2021,17.0,17.913,26491
29/07/2021,17.0,2.983,41820
30/07/2021,16.5,2.818,27732
31/07/2021,16.7,1.017,35292
01/08/2021,17.1,3.786,34376
02/08/2021,16.5,0.007,34285
03/08/2021,16.9,0.002,38503
04/08/2021,17.6,0.0,44108
05/08/2021,17.0,2.008,32213
06/08/2021,17.6,1.408,29535
07/08/2021,16.1,33.67,24930
08/08/2021,16.1,5.988,25162
09/08/2021,16.1,16.18,21634
10/08/2021,17.9,0.997,40608
11/08/2021,18.4,0.0,43110
12/08/2021,18.8,0.001,39308
13/08/2021,17.9,0.0,36992
14/08/2021,19.3,0.0,45257
15/08/2021,18.6,0.001,38207
16/08/2021,16.3,0.001,33358
17/08/2021,15.6,0.001,33521
18/08/2021,18.4,0.399,38937
19/08/2021,17.5,0.0,38045
20/08/2021,18.0,0.206,37250
21/08/2021,18.1,0.202,33274
22/08/2021,18.1,2.005,33765
23/08/2021,17.8,0.001,35664
24/08/2021,17.4,0.0,39535
25/08/2021,17.5,0.0,40758
26/08/2021,17.1,0.0,37222
27/08/2021,16.0,0.0,38114
28/08/2021,16.2,0.0,39107
29/08/2021,15.5,0.0,37065
30/08/2021,15.8,0.0,32858
31/08/2021,16.0,0.0,34433
01/09/2021,16.3,0.0,37354
02/09/2021,17.0,0.0,38823
03/09/2021,17.7,0.0,39325
04/09/2021,16.8,0.0,41087
05/09/2021,18.9,0.0,45034
06/09/2021,20.2,0.0,41408
07/09/2021,21.8,0.0,46829
08/09/2021,21.6,0.0,45732
09/09/2021,19.0,4.187,40853
10/09/2021,18.9,1.007,37388
11/09/2021,19.1,0.001,45797
12/09/2021,16.8,0.0,40890
13/09/2021,17.2,0.0,38389
14/09/2021,17.3,19.944,22871
15/09/2021,17.1,0.001,41485
16/09/2021,17.0,0.0,43332
17/09/2021,17.0,0.0,41465
18/09/2021,18.3,0.0,51300
19/09/2021,17.4,2.995,30864
20/09/2021,16.1,0.0,37699
21/09/2021,15.7,0.0,44749
22/09/2021,16.0,0.199,46175
23/09/2021,16.2,0.0,42853
24/09/2021,17.4,0.0,46203
25/09/2021,16.8,0.0,48507
26/09/2021,17.2,0.0,45163
27/09/2021,16.2,4.007,32180
28/09/2021,14.1,2.006,32558
29/09/2021,12.0,13.012,39910
30/09/2021,12.6,0.201,34095
01/10/2021,14.8,10.772,34223
02/10/2021,12.2,14.04,17712
03/10/2021,13.1,2.799,33745
04/10/2021,13.1,2.211,30988
05/10/2021,12.9,36.648,34936
06/10/2021,12.6,0.0,40846
07/10/2021,15.4,0.198,38372
08/10/2021,15.9,0.001,37527
09/10/2021,13.6,0.001,47877
10/10/2021,13.6,0.199,36634
11/10/2021,11.7,0.0,36683
12/10/2021,11.6,0.002,38469
13/10/2021,11.9,0.0,40259
14/10/2021,13.6,0.0,40669
15/10/2021,12.9,0.0,38265
16/10/2021,11.8,0.801,35598
17/10/2021,13.1,0.0,34702
18/10/2021,13.6,0.801,30787
19/10/2021,18.0,0.205,35833
20/10/2021,15.7,0.517,34344
21/10/2021,9.4,20.004,35898
22/10/2021,9.2,0.0,35381
23/10/2021,11.5,0.0,38578
24/10/2021,13.2,0.001,35165
25/10/2021,12.6,1.989,34018
26/10/2021,13.1,0.994,38446
27/10/2021,15.4,0.0,39679
28/10/2021,13.9,0.0,40598
29/10/2021,13.5,3.408,30864
30/10/2021,11.7,3.206,36270
31/10/2021,11.7,8.038,27205
01/11/2021,10.2,0.002,32891
02/11/2021,6.7,0.001,34906
03/11/2021,6.5,0.201,34050
04/11/2021,8.0,0.002,33410
05/11/2021,6.2,0.0,33000
06/11/2021,11.1,0.0,33536
07/11/2021,9.9,0.0,29935
08/11/2021,8.4,0.0,30945
09/11/2021,12.7,0.199,35175
10/11/2021,11.9,0.6,29812
11/11/2021,12.1,0.001,35799
12/11/2021,12.1,0.608,29713
13/11/2021,12.1,0.003,35243
14/11/2021,12.0,0.201,28777
15/11/2021,11.3,0.0,31397
16/11/2021,9.7,0.0,34011
17/11/2021,8.6,0.199,35489
18/11/2021,10.0,0.0,36279
19/11/2021,11.5,0.0,34745
20/11/2021,10.4,0.0,34225
21/11/2021,7.3,0.0,26609
22/11/2021,6.6,0.0,29800
23/11/2021,5.6,0.0,33569
24/11/2021,5.8,0.0,32899
25/11/2021,5.6,0.001,32745
26/11/2021,5.4,0.206,31557
27/11/2021,4.1,4.408,17221
28/11/2021,2.3,0.0,20482
29/11/2021,1.1,0.001,25340
30/11/2021,9.7,0.0,31487
01/12/2021,8.5,2.188,28836
02/12/2021,3.1,0.003,29801
03/12/2021,6.1,0.403,28765
04/12/2021,6.1,2.399,27591
05/12/2021,5.8,4.578,16162
06/12/2021,4.7,0.603,23307
07/12/2021,4.9,6.018,23088
08/12/2021,6.7,0.002,29512
09/12/2021,6.4,0.0,28773
10/12/2021,6.4,6.023,28211
11/12/2021,5.8,1.996,21616
12/12/2021,11.9,0.6,22333
13/12/2021,10.9,0.199,25050
14/12/2021,11.2,0.0,27602
15/12/2021,12.1,0.0,27925
16/12/2021,11.5,0.0,26696
17/12/2021,9.3,0.0,24646
18/12/2021,8.3,0.0,25580
19/12/2021,5.3,0.0,17205
20/12/2021,6.9,0.002,19404
21/12/2021,5.2,0.0,18680
22/12/2021,3.1,0.0,17034
23/12/2021,8.3,0.002,16372
24/12/2021,8.8,14.296,10173
25/12/2021,7.3,3.069,15060
26/12/2021,7.4,12.988,8239
27/12/2021,9.6,2.393,9164
28/12/2021,10.5,1.019,13856
29/12/2021,11.3,1.407,15437
30/12/2021,14.3,0.001,19340
31/12/2021,13.8,1.207,21744
01/01/2022,13.8,0.015,22811
02/01/2022,11.8,1.406,16698
03/01/2022,9.9,0.0,19055
04/01/2022,5.7,4.39,15300
05/01/2022,3.4,0.0,20432
06/01/2022,3.0,1.193,17946
07/01/2022,4.4,0.407,19742
08/01/2022,6.4,6.995,12182
09/01/2022,4.6,0.001,21845
10/01/2022,5.9,0.199,22074
11/01/2022,9.5,1.405,21343
12/01/2022,5.4,0.001,26147
13/01/2022,3.7,0.2,26386
14/01/2022,3.5,0.005,26073
15/01/2022,4.1,0.199,26347
16/01/2022,6.4,0.0,24162
17/01/2022,3.8,0.0,25676
18/01/2022,3.1,0.204,26971
19/01/2022,6.7,0.0,27576
20/01/2022,4.3,0.0,27210
21/01/2022,2.8,0.0,25198
22/01/2022,5.2,0.0,27996
23/01/2022,6.2,0.0,23731
24/01/2022,4.6,0.0,25096
25/01/2022,2.8,0.0,27184
26/01/2022,5.5,0.0,29065
27/01/2022,8.4,0.0,29718
28/01/2022,6.1,0.199,28182
29/01/2022,10.9,0.0,32087
30/01/2022,5.6,0.001,27463
31/01/2022,7.3,0.004,26806
01/02/2022,10.4,0.0,32363
02/02/2022,10.2,0.0,32969
03/02/2022,9.2,0.0,32512
04/02/2022,7.4,4.603,24238
05/02/2022,6.9,0.0,29154
06/02/2022,9.6,2.402,20944
07/02/2022,7.3,0.0,28232
08/02/2022,11.2,0.001,32312
09/02/2022,10.5,0.995,32442
10/02/2022,6.9,1.001,32572
11/02/2022,5.0,0.0,29656
12/02/2022,6.1,0.0,28800
13/02/2022,8.5,9.979,13356
14/02/2022,7.7,4.223,23905
15/02/2022,7.4,6.8,22197
16/02/2022,12.8,2.395,26022
17/02/2022,9.8,1.601,29716
18/02/2022,8.6,0.416,14463
19/02/2022,6.2,4.602,16910
20/02/2022,10.4,3.981,15463
21/02/2022,8.1,0.227,22928
22/02/2022,9.4,0.399,30015
23/02/2022,7.3,0.0,32242
24/02/2022,6.8,5.402,25250
25/02/2022,6.5,0.0,31200
26/02/2022,6.1,0.199,33903
27/02/2022,6.8,0.0,29669
28/02/2022,9.5,2.386,26465
01/03/2022,8.5,8.982,37727
02/03/2022,7.3,7.423,28298
03/03/2022,9.4,0.201,56568
04/03/2022,8.2,0.4,31037
05/03/2022,6.4,0.4,24237
06/03/2022,5.7,0.003,24643
07/03/2022,5.3,0.199,28204
08/03/2022,6.7,0.0,34238
09/03/2022,10.5,0.0,34605
10/03/2022,12.2,0.0,37116
11/03/2022,10.6,5.581,25296
12/03/2022,10.2,0.409,34755
13/03/2022,9.7,0.401,22968
14/03/2022,8.5,0.596,31111
15/03/2022,10.6,0.0,36871
16/03/2022,9.8,8.203,23711
17/03/2022,8.5,0.014,37252
18/03/2022,10.1,0.0,37580
19/03/2022,10.3,0.0,39384
20/03/2022,8.3,0.0,31699
21/03/2022,9.3,0.0,33921
22/03/2022,13.7,0.0,39661
23/03/2022,12.8,0.0,41285
24/03/2022,11.9,0.199,40524
25/03/2022,11.8,0.0,40417
26/03/2022,12.2,0.0,50812
27/03/2022,9.2,0.0,28895
28/03/2022,9.6,0.0,32681
29/03/2022,9.4,0.0,32672
30/03/2022,8.2,0.797,31208
31/03/2022,4.4,0.199,27344
01/04/2022,4.7,0.0,25630
02/04/2022,4.8,0.0,26519
03/04/2022,5.6,0.0,26097
04/04/2022,9.6,4.597,21227
05/04/2022,12.4,0.0,32023
06/04/2022,10.9,9.172,25320
07/04/2022,10.1,4.016,29307
08/04/2022,7.4,0.002,29004
09/04/2022,7.8,0.0,33572
10/04/2022,8.9,0.0,32452
11/04/2022,11.7,0.0,33418
12/04/2022,13.9,0.001,35445
13/04/2022,14.1,0.001,37019
14/04/2022,14.2,0.0,38585
15/04/2022,15.3,0.0,43950
16/04/2022,13.3,0.0,42937
17/04/2022,13.6,0.0,37323
18/04/2022,12.8,0.0,35819
19/04/2022,12.8,0.0,33604
20/04/2022,12.5,0.0,41306
21/04/2022,12.9,0.0,41027
22/04/2022,12.3,0.0,34123
23/04/2022,13.3,0.0,37631
24/04/2022,13.2,0.0,38848
25/04/2022,10.3,0.805,32014
26/04/2022,10.8,0.0,38368
27/04/2022,9.6,0.0,35965
28/04/2022,10.5,0.0,37081
29/04/2022,9.4,0.0,32419
30/04/2022,11.7,0.0,43044
01/05/2022,12.4,0.001,29733
02/05/2022,12.8,0.0,36352
03/05/2022,12.6,0.0,37726
04/05/2022,13.3,2.401,34515
05/05/2022,14.0,0.0,42487
06/05/2022,16.0,0.0,41786
07/05/2022,15.1,0.799,41649
08/05/2022,13.8,0.0,44350
09/05/2022,15.6,0.0,37872
10/05/2022,16.6,0.003,39427
11/05/2022,13.7,5.191,31653
12/05/2022,13.4,0.005,41005
13/05/2022,15.1,0.0,41129
14/05/2022,16.0,0.0,53934
15/05/2022,15.8,2.592,22919
16/05/2022,16.7,0.6,36720
17/05/2022,19.3,0.0,45649
18/05/2022,18.1,0.002,44260
19/05/2022,17.6,2.604,43893
20/05/2022,14.6,4.589,31278
21/05/2022,15.2,0.0,46251
22/05/2022,17.1,0.0,45820
23/05/2022,15.3,0.202,34988
24/05/2022,12.9,7.783,33213
25/05/2022,14.0,0.201,37459
26/05/2022,15.5,0.0,40496
27/05/2022,16.4,0.0,44130
28/05/2022,14.1,0.0,42005
29/05/2022,12.5,0.0,38395
30/05/2022,11.1,2.197,30051
31/05/2022,11.6,8.597,29909
01/06/2022,12.9,0.201,38084
02/06/2022,15.3,0.0,45274
03/06/2022,17.1,0.0,40537
04/06/2022,15.9,0.007,34753
05/06/2022,13.3,8.0,23374
06/06/2022,14.4,2.212,43421
07/06/2022,16.6,0.001,41638
08/06/2022,17.8,1.394,41063
09/06/2022,16.4,0.002,40021
10/06/2022,18.6,0.2,41227
11/06/2022,17.6,0.0,45929
12/06/2022,17.1,0.0,40639
13/06/2022,16.4,0.0,40873
14/06/2022,18.5,0.0,46430
15/06/2022,20.2,0.0,47586
16/06/2022,21.9,0.0,47834
17/06/2022,24.8,0.0,49247
18/06/2022,19.2,0.002,35305
19/06/2022,15.0,0.604,32066
20/06/2022,17.0,0.004,43063
21/06/2022,18.5,0.0,65326
22/06/2022,20.2,0.0,54360
23/06/2022,19.4,0.402,43705
24/06/2022,18.0,0.162,43120
25/06/2022,16.9,0.005,47485
26/06/2022,17.1,0.0,42649
27/06/2022,16.1,3.586,37252
28/06/2022,16.7,0.0,44806
29/06/2022,17.3,1.002,41593
30/06/2022,15.9,5.168,41520
01/07/2022,16.0,0.008,41276
02/07/2022,17.3,0.004,42316
03/07/2022,17.6,0.0,38719
04/07/2022,18.0,0.0,42140
05/07/2022,18.0,0.0,44717
06/07/2022,19.4,0.0,45401
07/07/2022,19.6,0.0,46050
08/07/2022,22.2,0.0,44741
09/07/2022,21.5,0.0,47058
10/07/2022,22.3,0.0,44154
11/07/2022,24.2,0.0,42739
12/07/2022,25.3,0.0,45037
13/07/2022,24.4,0.0,46715
14/07/2022,20.5,0.0,46293
15/07/2022,20.6,0.0,45023
16/07/2022,21.8,0.0,48260
17/07/2022,23.6,0.0,40796
18/07/2022,27.7,0.0,38798
19/07/2022,30.3,0.201,36895
20/07/2022,22.7,0.005,42070
21/07/2022,20.5,0.016,41430
22/07/2022,19.5,0.002,39453
23/07/2022,21.0,0.0,43414
24/07/2022,22.5,0.0,40175
25/07/2022,20.6,0.0,38114
26/07/2022,18.2,0.0,41296
27/07/2022,18.3,0.0,39282
28/07/2022,19.4,0.0,43096
29/07/2022,21.0,0.0,41584
30/07/2022,21.8,0.0,42718
31/07/2022,22.5,0.0,36041
01/08/2022,21.9,0.0,39471
02/08/2022,22.3,0.0,43885
03/08/2022,22.2,0.0,43731
04/08/2022,21.0,0.0,43239
05/08/2022,19.1,0.0,41383
06/08/2022,19.0,0.0,43546
07/08/2022,20.7,0.0,40347
08/08/2022,22.2,0.0,41602
09/08/2022,21.7,0.0,44418
10/08/2022,22.8,0.0,44518
11/08/2022,24.6,0.0,43132
12/08/2022,25.6,0.0,40118
13/08/2022,26.0,0.0,42116
14/08/2022,26.0,0.0,38252
15/08/2022,23.7,0.397,37735
16/08/2022,20.2,3.41,36390
17/08/2022,19.6,23.936,32093
18/08/2022,21.6,0.0,41050
19/08/2022,21.1,0.002,66972
20/08/2022,19.1,0.0,48010
21/08/2022,19.2,0.0,39807
22/08/2022,18.8,0.0,38066
23/08/2022,21.3,0.416,41519
24/08/2022,23.4,0.0,42948
25/08/2022,19.5,41.577,24736
26/08/2022,19.1,0.398,36636
27/08/2022,19.7,0.0,37025
28/08/2022,19.3,0.0,35994
29/08/2022,18.7,0.0,34262
30/08/2022,19.0,0.0,36911
31/08/2022,19.0,0.0,40020
01/09/2022,19.4,0.008,37781
02/09/2022,20.0,2.812,36072
03/09/2022,19.7,0.018,37957
04/09/2022,20.1,0.0,33863
05/09/2022,20.0,1.404,35571
06/09/2022,18.6,8.855,34323
07/09/2022,18.0,10.356,36468
08/09/2022,16.0,5.448,27763
09/09/2022,16.6,3.223,30285
10/09/2022,16.9,0.199,0
11/09/2022,18.2,0.0,0
12/09/2022,20.5,0.0,22560
13/09/2022,18.1,4.401,22967
14/09/2022,17.5,0.797,30459
15/09/2022,16.0,0.0,29192
16/09/2022,14.1,0.0,26532
17/09/2022,12.9,0.0,24819
18/09/2022,14.0,0.0,22844
19/09/2022,14.8,0.0,23197
20/09/2022,15.3,0.0,29688
21/09/2022,16.6,0.0,31156
22/09/2022,15.9,0.0,31360
23/09/2022,16.2,0.808,24856
24/09/2022,14.4,0.0,25246
25/09/2022,13.2,0.0,21402
26/09/2022,12.9,2.004,22458
27/09/2022,11.1,1.597,25701
28/09/2022,10.0,0.0,29470
29/09/2022,10.7,0.0,28322
30/09/2022,12.2,9.007,18638
01/10/2022,15.6,0.199,26895
02/10/2022,15.0,0.013,22417
03/10/2022,13.0,0.0,28739
04/10/2022,16.2,0.0,31355
05/10/2022,16.3,1.003,27420
06/10/2022,13.3,0.0,32978
07/10/2022,14.8,2.793,28071
08/10/2022,11.6,0.199,30983
09/10/2022,11.9,0.0,25691
10/10/2022,12.8,7.373,26070
11/10/2022,10.2,0.0,33076
12/10/2022,12.0,0.0,28307
13/10/2022,14.1,5.398,31433
14/10/2022,13.1,0.199,28015
15/10/2022,12.8,0.396,26042
16/10/2022,14.1,0.22,22793
17/10/2022,16.3,3.602,27900
18/10/2022,12.7,0.0,32208
19/10/2022,14.5,0.0,31765
20/10/2022,15.0,6.012,25295
21/10/2022,15.1,1.422,25143
22/10/2022,15.3,5.177,27676
23/10/2022,15.4,21.621,14625
24/10/2022,14.6,5.007,26888
25/10/2022,14.3,0.403,31397
26/10/2022,16.8,0.014,32015
27/10/2022,16.9,0.201,31983
28/10/2022,16.3,0.001,30083
29/10/2022,16.6,1.996,29650
30/10/2022,14.9,2.607,20989
31/10/2022,14.6,2.213,26467
01/11/2022,12.9,3.648,24850
02/11/2022,12.4,5.371,27494
03/11/2022,10.8,17.715,22601
04/11/2022,9.5,1.026,26995
05/11/2022,10.5,2.208,16082
06/11/2022,12.7,23.157,12392
07/11/2022,13.5,2.595,21608
08/11/2022,13.2,7.019,24779
09/11/2022,11.8,1.412,28454
10/11/2022,13.2,0.0,44677
11/11/2022,14.6,0.0,30498
12/11/2022,12.8,0.0,27228
13/11/2022,11.9,0.0,21305
14/11/2022,11.2,0.204,27264
15/11/2022,11.4,6.646,22414
16/11/2022,10.2,12.214,19784
17/11/2022,10.2,6.208,23733
18/11/2022,10.0,0.397,26442
19/11/2022,9.0,0.0,22308
20/11/2022,8.2,8.58,16513
21/11/2022,6.9,1.834,19990
22/11/2022,7.0,0.0,27394
23/11/2022,8.9,1.816,24250
24/11/2022,9.8,1.228,25170
25/11/2022,9.3,0.0,26857
26/11/2022,10.3,0.001,22226
27/11/2022,11.7,5.215,12985
28/11/2022,8.4,0.2,24307
29/11/2022,7.1,0.0,27072
30/11/2022,8.1,0.0,27884
01/12/2022,7.2,0.0,27401
02/12/2022,6.2,0.198,23550
03/12/2022,6.6,0.001,19139
04/12/2022,5.5,0.001,14513
05/12/2022,6.8,0.001,23342
06/12/2022,5.5,0.0,25860
07/12/2022,3.5,0.0,24575
08/12/2022,0.7,0.001,22686
09/12/2022,1.0,0.0,21496
10/12/2022,-0.4,0.199,16795
11/12/2022,-0.7,0.0,9848
12/12/2022,0.4,1.391,13351
13/12/2022,0.5,0.595,16527
14/12/2022,0.0,0.0,16593
15/12/2022,-0.6,0.0,17166
16/12/2022,-0.8,0.0,15580
17/12/2022,0.4,0.198,13024
18/12/2022,3.0,5.419,5853
19/12/2022,12.5,3.629,13202
20/12/2022,10.0,0.811,18194
21/12/2022,8.5,0.204,16661
22/12/2022,9.4,0.203,13645
23/12/2022,10.1,15.991,9269
24/12/2022,9.2,0.204,8291
25/12/2022,10.5,0.804,16298
26/12/2022,7.1,0.996,7301
27/12/2022,7.1,2.802,7002
28/12/2022,10.9,5.211,6461
29/12/2022,8.8,0.004,11264
30/12/2022,10.3,2.417,9327
31/12/2022,12.8,3.24,7619
01/01/2023,10.8,1.445,10139
02/01/2023,6.4,0.597,11695
03/01/2023,9.0,2.002,12497
04/01/2023,12.7,0.4,16650
05/01/2023,11.7,0.0,18493
06/01/2023,10.2,3.197,18171
07/01/2023,10.7,3.204,12131
08/01/2023,7.6,7.822,9263
09/01/2023,6.9,0.001,21921
10/01/2023,9.2,7.198,17184
11/01/2023,9.2,1.417,23001
12/01/2023,11.2,6.601,21966
13/01/2023,8.6,0.0,21638
14/01/2023,9.4,9.612,14227
15/01/2023,5.7,0.199,15303
16/01/2023,3.6,11.193,19783
17/01/2023,-0.9,0.0,22254
18/01/2023,1.2,0.0,22755
19/01/2023,1.3,0.0,22915
20/01/2023,3.2,0.0,20272
21/01/2023,2.8,0.0,17236
22/01/2023,0.2,0.0,14056
23/01/2023,0.9,0.001,20458
24/01/2023,3.9,0.0,23567
25/01/2023,2.0,2.003,20321
26/01/2023,5.8,1.199,22319
27/01/2023,5.6,0.0,21288
28/01/2023,5.4,0.0,17475
29/01/2023,6.4,0.0,14276
30/01/2023,7.0,0.0,22557
31/01/2023,7.8,0.0,25322
01/02/2023,7.6,0.0,22585
02/02/2023,8.8,0.0,25034
03/02/2023,9.8,0.0,22559
04/02/2023,8.1,0.0,20058
05/02/2023,5.0,0.0,17685
06/02/2023,4.0,0.0,23252
07/02/2023,1.9,0.077,24642
08/02/2023,1.3,0.022,24594
09/02/2023,3.6,0.11,25102
10/02/2023,3.9,0.022,22001
11/02/2023,8.3,0.0,18973
12/02/2023,7.5,0.055,16234
13/02/2023,7.1,0.0,23135
14/02/2023,4.7,0.2,24692
15/02/2023,7.4,0.022,24962
16/02/2023,9.6,0.474,24128
17/02/2023,12.3,0.0,22381
18/02/2023,11.9,0.002,18352
19/02/2023,10.0,0.0,18961
20/02/2023,9.4,0.0,23158
21/02/2023,8.6,0.0,25505
22/02/2023,7.8,3.792,21067
23/02/2023,6.9,0.001,24275
24/02/2023,5.4,0.0,21713
25/02/2023,5.6,0.0,17754
26/02/2023,4.8,0.0,14344
27/02/2023,4.9,0.0,21973
28/02/2023,5.4,0.0,24206
01/03/2023,6.2,0.0,24590
02/03/2023,5.5,0.0,25076
03/03/2023,5.8,0.0,21714
04/03/2023,6.2,0.0,17136
05/03/2023,4.5,0.0,13536
06/03/2023,5.4,2.0,18509
07/03/2023,3.5,4.008,22692
08/03/2023,2.4,12.384,12930
09/03/2023,6.4,4.421,16466
10/03/2023,5.6,2.604,16908
11/03/2023,4.2,1.597,16110
12/03/2023,10.1,1.0,15161
13/03/2023,12.5,0.602,20996
14/03/2023,7.1,2.014,22602
15/03/2023,5.5,2.204,35319
16/03/2023,11.3,1.002,25403
17/03/2023,12.1,4.98,20555
18/03/2023,11.0,4.192,17470
19/03/2023,9.0,1.391,16549
20/03/2023,10.4,0.806,21543
21/03/2023,11.4,0.404,26474
22/03/2023,12.2,1.204,24920
23/03/2023,11.7,2.423,22781
24/03/2023,10.5,4.805,19171
25/03/2023,11.0,0.598,20778
26/03/2023,8.2,6.212,11915
27/03/2023,7.3,0.0,24102
28/03/2023,7.5,2.206,19949
29/03/2023,11.5,7.0,22309
30/03/2023,13.0,0.801,24147
31/03/2023,11.2,18.237,12794
01/04/2023,9.9,0.206,17964
02/04/2023,8.5,0.0,17095
03/04/2023,7.4,0.0,23224
04/04/2023,8.0,0.0,27231
05/04/2023,8.8,0.796,22420
06/04/2023,10.7,4.789,19418
07/04/2023,10.4,0.0,20576
08/04/2023,9.7,0.0,19223
09/04/2023,11.3,0.0,18747
10/04/2023,12.0,13.772,9934
11/04/2023,9.4,5.234,17631
12/04/2023,8.4,1.822,20210
13/04/2023,9.5,0.003,24677
14/04/2023,8.3,12.339,17135
15/04/2023,10.3,0.808,20678
16/04/2023,12.1,0.0,19581
17/04/2023,12.8,0.598,25688
18/04/2023,9.8,0.0,26225
19/04/2023,11.2,0.0,28238
20/04/2023,9.9,1.599,25061
21/04/2023,8.9,1.208,21039
22/04/2023,9.9,0.0,23052
23/04/2023,11.2,3.629,14472
24/04/2023,8.9,7.813,18532
25/04/2023,7.6,0.002,27531
